1.518 -3.04925662886274E+0000  3.45312944464960E+0000 -1.59389321251432E+0000
1.463  3.08960553400440E+0000  1.04873646725022E+0000 -3.69544235848043E+0000
1.513  2.02308720267193E+0000  1.44024249939270E+0000 -3.84698373076520E-0001
0.780 -3.18630423947000E-0001  2.21092901176196E+0000  5.14903033258940E+0000
0.567  1.22341694478588E+0000 -1.99786249585117E+0000 -5.32507616873153E+0000
0.829  3.84976218466070E+0000  1.52168655832360E-0001 -1.72780562353497E+0000
0.600  5.59212818313580E+0000 -1.43305923959588E+0000  4.79224931773260E-0001
0.673  2.30326971236273E+0000 -5.22416762568079E+0000 -2.06035551778110E-0001
1.327  4.31193440399590E+0000 -1.92629515917342E+0000  1.83242602502285E+0000
1.422  5.98825510820910E-0001  2.35618821261314E+0000 -4.33560888596534E+0000
0.764 -4.82127312000810E+0000  1.70556169393000E-0001  2.89504840245683E+0000
1.367 -4.42768839359692E+0000 -1.09003583948889E+0000 -2.11261134212964E+0000
1.598 -4.61469884672061E+0000 -9.89532276389280E-0001  8.45213780463800E-0001
0.916  9.39571194772850E-0001  3.00264623109690E+0000  1.39739433157122E+0000
1.080  8.38825931903990E-0001 -5.11223819694307E+0000 -1.17729621774935E+0000
1.480 -5.59051695526630E-0001 -2.26142924027428E+0000 -4.32526118292681E+0000
1.104 -3.50608243738609E+0000  1.15837064072158E+0000  3.78625995066870E+0000
1.348 -3.39151142174703E+0000 -1.27532145841837E+0000  3.50999484060760E+0000
1.266 -1.23899034926013E+0000 -2.54696181009434E+0000  4.27326565020030E+0000
1.495 -1.28168763941188E+0000  1.94333271346870E-0001  4.72301180011360E+0000
1.141  2.79042545617158E+0000 -4.14601621141289E+0000 -1.61377912239485E+0000
1.316 -5.27110143455880E-0001  4.61404792834190E+0000  2.05072157607786E+0000
0.619 -2.28781679419301E+0000 -1.37432339473929E+0000 -5.11962194667112E+0000
1.360  1.03741696796261E+0000 -4.74136739639259E+0000  1.33083855018433E+0000
0.532  2.35914343760870E+0000 -2.12409639101120E-0001  5.35966238997220E+0000
0.698  4.96930996593570E+0000  6.66237319142790E-0001 -2.70028433504896E+0000
1.431 -2.20607923496472E+0000 -2.43817363428069E+0000 -1.07486350551288E+0000
1.241 -4.56379346124156E+0000  1.73415759860787E+0000  1.64449296565199E+0000
1.247 -1.26366974502623E+0000 -4.32043720819760E+0000  2.49299952937125E+0000
0.903 -4.54816003747768E+0000 -3.00936998144560E+0000 -6.28160538244000E-0001
0.936  2.58447777370670E+0000 -9.55433192711950E-0001  2.44481123876910E-0001
1.426  1.21229136264141E+0000  4.81609840355440E+0000 -5.93079270566204E-0002
1.147 -1.93646117307105E+0000  2.86660276372856E+0000 -3.94334001062347E+0000
0.746 -4.09708499058175E+0000 -3.20115288963944E+0000 -2.20262975236545E+0000
0.779  2.78846289632618E+0000  2.64476332583570E-0001  1.43252077854305E+0000
1.350  1.64440267805505E+0000 -2.01253442755655E+0000  2.04019679081002E+0000
1.191  3.35304395981010E+0000 -3.92516369212434E+0000  6.38533211798650E-0001
0.912  4.44926106617020E+0000 -8.04780697397290E-0001 -3.09747048569623E+0000
0.939  3.10722633263730E+0000 -2.41189003271358E+0000  3.76770343084030E+0000
0.780 -4.60240055007874E+0000  3.20512680686990E+0000  1.00071918845399E-0001
0.567 -3.05198696530721E+0000  4.95990499484800E+0000 -1.52766272161890E-0001
0.829 -2.96103347182114E+0000 -3.39687650712490E+0000  3.25886381438030E+0000
