0.100 -1.44918462385711E+0000 -1.17120803360319E+0000 -3.81013246374708E+0000
0.200  3.87107966662242E+0000 -1.29835163663754E+0000  2.50817929804978E-0001
0.300  5.64182394091914E-0001 -2.92014926453437E+0000 -2.85031561314840E+0000
0.400 -3.89676093646526E+0000 -7.72347602828260E-0001 -1.19630929411824E+0000
0.500 -3.71403545640844E-0001 -4.02506305620618E+0000  5.23258197306804E-0001
0.600 -1.37731772104946E-0001 -2.22207258995979E-0001 -2.75463544209892E-0001
0.700 -2.22977952435494E+0000  3.65537626943429E-0002  3.44519213394185E+0000
0.800  2.09659632137666E+0000  2.16964845800999E+0000 -2.78511270914582E+0000
0.900 -3.23310470052273E+0000 -1.89408753637090E+0000  1.34262151721819E+0000
1.000  3.44599180782453E+0000 -8.05005625676380E-0001 -1.82339465404527E+0000
1.100  1.99692621613744E+0000  3.51620836099187E-0004  3.33148647696684E+0000
1.200  2.81953447058634E+0000 -1.63150582011661E+0000  1.93059362613657E+0000
1.300 -2.18120421056319E-0001  3.54301517098917E+0000  9.95446137114429E-0001
1.400 -2.10205364003655E+0000  6.39180316079630E-0001 -2.83494857613420E+0000
1.500 -3.28346214495792E-0002  1.61111147411134E+0000  3.09064356496404E+0000
1.600 -3.35594689147900E-0001  2.83921482149827E+0000 -1.81540239544972E+0000
1.700  1.85830501480615E+0000 -2.64076483356795E+0000 -6.12521947195050E-0001
1.800  9.59729378637050E-0001 -2.71185709781641E-0001 -3.02657661538820E+0000
1.900 -1.65182089787873E+0000 -2.25345948310322E+0000 -1.31181731993952E+0000
2.000 -3.48449791853159E-0001 -1.82444874829410E+0000  2.33882332739329E+0000
2.100 -2.58598940244095E+0000  1.13607721074355E+0000  5.95634863564220E-0001
2.200  2.42013017206365E+0000  1.34146714548135E+0000  3.29996598073951E-0001
 4.98665804411678E+0000
